municipality_code,department,municipality,year,population
15753,Boyacá,Soatá,2035,9102
15755,Boyacá,Socotá,2035,7181
15757,Boyacá,Socha,2035,8680
15759,Boyacá,Sogamoso,2035,148126
15761,Boyacá,Somondoco,2035,2859
15762,Boyacá,Sora,2035,3127
15763,Boyacá,Sotaquirá,2035,7280
15764,Boyacá,Soracá,2035,6053
15774,Boyacá,Susacón,2035,2673
15776,Boyacá,Sutamarchán,2035,6216
15778,Boyacá,Sutatenza,2035,3879
15790,Boyacá,Tasco,2035,5810
15798,Boyacá,Tenza,2035,3073
15804,Boyacá,Tibaná,2035,8375
15806,Boyacá,Tibasosa,2035,13632
15808,Boyacá,Tinjacá,2035,3796
15810,Boyacá,Tipacoque,2035,2781
15814,Boyacá,Toca,2035,8742
15816,Boyacá,Togüí,2035,4235
15820,Boyacá,Tópaga,2035,3597
15822,Boyacá,Tota,2035,4653
15832,Boyacá,Tununguá,2035,1478
15835,Boyacá,Turmequé,2035,4717
15837,Boyacá,Tuta,2035,7547
15839,Boyacá,Tutazá,2035,1806
15842,Boyacá,Úmbita,2035,7394
15861,Boyacá,Ventaquemada,2035,17762
15879,Boyacá,Viracachá,2035,2776
15897,Boyacá,Zetaquira,2035,4575
17001,Caldas,Manizales,2035,500311
17013,Caldas,Aguadas,2035,19969
17042,Caldas,Anserma,2035,35816
17050,Caldas,Aranzazu,2035,10371
17088,Caldas,Belalcázar,2035,9634
17174,Caldas,Chinchiná,2035,46910
17272,Caldas,Filadelfia,2035,9389
17380,Caldas,La Dorada,2035,67760
17388,Caldas,La Merced,2035,4864
17433,Caldas,Manzanares,2035,17505
17442,Caldas,Marmato,2035,8843
17444,Caldas,Marquetalia,2035,12892
17446,Caldas,Marulanda,2035,2513
17486,Caldas,Neira,2035,20519
17495,Caldas,Norcasia,2035,5893
17513,Caldas,Pácora,2035,14711
17524,Caldas,Palestina,2035,15010
17541,Caldas,Pensilvania,2035,19279
17614,Caldas,Riosucio,2035,49080
17616,Caldas,Risaralda,2035,10395
17653,Caldas,Salamina,2035,17607
17662,Caldas,Samaná,2035,19721
17665,Caldas,San José,2035,4647
17777,Caldas,Supía,2035,32720
17867,Caldas,Victoria,2035,10987
17873,Caldas,Villamaría,2035,78771
17877,Caldas,Viterbo,2035,11776
18001,Caquetá,Florencia,2035,202412
18029,Caquetá,Albania,2035,4885
18094,Caquetá,Belén de Los Andaquíes,2035,11360
18150,Caquetá,Cartagena del Chairá,2035,33730
18205,Caquetá,Curillo,2035,7741
18247,Caquetá,El Doncello,2035,19669
18256,Caquetá,El Paujíl,2035,19176
18410,Caquetá,La Montañita,2035,15913
18460,Caquetá,Milán,2035,10623
18479,Caquetá,Morelia,2035,3762
18592,Caquetá,Puerto Rico,2035,27476
18610,Caquetá,San José del Fragua,2035,13336
18753,Caquetá,San Vicente del Caguán,2035,53112
18756,Caquetá,Solano,2035,10960
18785,Caquetá,Solita,2035,6412
18860,Caquetá,Valparaíso,2035,7340
19001,Cauca,Popayán,2035,376922
19022,Cauca,Almaguer,2035,17901
19050,Cauca,Argelia,2035,29160
19075,Cauca,Balboa,2035,23726
19100,Cauca,Bolívar,2035,36949
19110,Cauca,Buenos Aires,2035,34017
19130,Cauca,Cajibío,2035,51710
19137,Cauca,Caldono,2035,49467
19142,Cauca,Caloto,2035,31139
19212,Cauca,Corinto,2035,28151
19256,Cauca,El Tambo,2035,62087
19290,Cauca,Florencia,2035,5066
19300,Cauca,Guachené,2035,20366
19318,Cauca,Guapi,2035,31423
19355,Cauca,Inzá,2035,27950
19364,Cauca,Jambaló,2035,20525
19392,Cauca,La Sierra,2035,12017
19397,Cauca,La Vega,2035,23752
19418,Cauca,López de Micay,2035,20740
19450,Cauca,Mercaderes,2035,31268
19455,Cauca,Miranda,2035,32665
19473,Cauca,Morales,2035,50370
19513,Cauca,Padilla,2035,10755
19517,Cauca,Páez,2035,60408
19532,Cauca,Patía,2035,41129
19533,Cauca,Piamonte,2035,10948
19548,Cauca,Piendamó - Tunía,2035,43190
19573,Cauca,Puerto Tejada,2035,43598
19585,Cauca,Puracé,2035,18461
19622,Cauca,Rosas,2035,12802
19693,Cauca,San Sebastián,2035,10525
19698,Cauca,Santander de Quilichao,2035,149296
19701,Cauca,Santa Rosa,2035,5165
19743,Cauca,Silvia,2035,42294
19760,Cauca,Sotará Paispamba,2035,15494
19780,Cauca,Suárez,2035,42679
19785,Cauca,Sucre,2035,9870
19807,Cauca,Timbío,2035,43057
19809,Cauca,Timbiquí,2035,33792
19821,Cauca,Toribío,2035,45210
19824,Cauca,Totoró,2035,29312
19845,Cauca,Villa Rica,2035,25470
20001,Cesar,Valledupar,2035,738417
20011,Cesar,Aguachica,2035,157583
20013,Cesar,Agustín Codazzi,2035,69888
20032,Cesar,Astrea,2035,22019
20045,Cesar,Becerril,2035,32521
20060,Cesar,Bosconia,2035,55704
20175,Cesar,Chimichagua,2035,37556
20178,Cesar,Chiriguaná,2035,36155
20228,Cesar,Curumaní,2035,51592
20238,Cesar,El Copey,2035,37958
20250,Cesar,El Paso,2035,51140
20295,Cesar,Gamarra,2035,15333
20310,Cesar,González,2035,5315
20383,Cesar,La Gloria,2035,20468
20400,Cesar,La Jagua de Ibirico,2035,67501
20443,Cesar,Manaure Balcón del Cesar,2035,12981
20517,Cesar,Pailitas,2035,22346
20550,Cesar,Pelaya,2035,27139
20570,Cesar,Pueblo Bello,2035,40140
20614,Cesar,Río de Oro,2035,21358
20621,Cesar,La Paz,2035,37196
20710,Cesar,San Alberto,2035,36323
20750,Cesar,San Diego,2035,28269
20770,Cesar,San Martín,2035,40640
20787,Cesar,Tamalameque,2035,16647
23001,Córdoba,Montería,2035,670424
23068,Córdoba,Ayapel,2035,51400
23079,Córdoba,Buenavista,2035,22728
23090,Córdoba,Canalete,2035,17217
23162,Córdoba,Cereté,2035,137318
23168,Córdoba,Chimá,2035,21016
23182,Córdoba,Chinú,2035,55212
23189,Córdoba,Ciénaga de Oro,2035,63907
23300,Córdoba,Cotorra,2035,24124
23350,Córdoba,La Apartada,2035,17858
23417,Córdoba,Lorica,2035,120916
23419,Córdoba,Los Córdobas,2035,18456
23464,Córdoba,Momil,2035,24513
23466,Córdoba,Montelíbano,2035,91859
23500,Córdoba,Moñitos,2035,35004
23555,Córdoba,Planeta Rica,2035,65330
23570,Córdoba,Pueblo Nuevo,2035,39097
23574,Córdoba,Puerto Escondido,2035,24342
23580,Córdoba,Puerto Libertador,2035,49216
23586,Córdoba,Purísima de La Concepción,2035,20859
23660,Córdoba,Sahagún,2035,129034
23670,Córdoba,San Andrés Sotavento,2035,55381
23672,Córdoba,San Antero,2035,44119
23675,Córdoba,San Bernardo del Viento,2035,44812
23678,Córdoba,San Carlos,2035,29612
23682,Córdoba,San José de Uré,2035,17225
23686,Córdoba,San Pelayo,2035,63060
23807,Córdoba,Tierralta,2035,107987
23815,Córdoba,Tuchín,2035,68523
23855,Córdoba,Valencia,2035,35612
25001,Cundinamarca,Agua de Dios,2035,11558
25019,Cundinamarca,Albán,2035,7274
25035,Cundinamarca,Anapoima,2035,19985
25040,Cundinamarca,Anolaima,2035,14830
25053,Cundinamarca,Arbeláez,2035,9879
25086,Cundinamarca,Beltrán,2035,1634
25095,Cundinamarca,Bituima,2035,2287
25099,Cundinamarca,Bojacá,2035,11978
25120,Cundinamarca,Cabrera,2035,4890
25123,Cundinamarca,Cachipay,2035,10195
25126,Cundinamarca,Cajicá,2035,153824
25148,Cundinamarca,Caparrapí,2035,8985
25151,Cundinamarca,Cáqueza,2035,18541
25154,Cundinamarca,Carmen de Carupa,2035,7525
25168,Cundinamarca,Chaguaní,2035,4403
25175,Cundinamarca,Chía,2035,211846
25178,Cundinamarca,Chipaque,2035,10301
25181,Cundinamarca,Choachí,2035,10998
25183,Cundinamarca,Chocontá,2035,22800
25200,Cundinamarca,Cogua,2035,28907
25214,Cundinamarca,Cota,2035,57788
25224,Cundinamarca,Cucunubá,2035,8626
25245,Cundinamarca,El Colegio,2035,30118
25258,Cundinamarca,El Peñón,2035,4375
25260,Cundinamarca,El Rosal,2035,31824
25269,Cundinamarca,Facatativá,2035,200968
25279,Cundinamarca,Fómeque,2035,12120
25281,Cundinamarca,Fosca,2035,4901
25286,Cundinamarca,Funza,2035,161870
25288,Cundinamarca,Fúquene,2035,4565
25290,Cundinamarca,Fusagasugá,2035,188195
25293,Cundinamarca,Gachalá,2035,4404
25295,Cundinamarca,Gachancipá,2035,25314
25297,Cundinamarca,Gachetá,2035,8404
25299,Cundinamarca,Gama,2035,3086
25307,Cundinamarca,Girardot,2035,104961
25312,Cundinamarca,Granada,2035,7763
25317,Cundinamarca,Guachetá,2035,16468
25320,Cundinamarca,Guaduas,2035,29294
25322,Cundinamarca,Guasca,2035,20736
25324,Cundinamarca,Guataquí,2035,3444
25326,Cundinamarca,Guatavita,2035,6027
25328,Cundinamarca,Guayabal de Síquima,2035,5854
25335,Cundinamarca,Guayabetal,2035,7476
25339,Cundinamarca,Gutiérrez,2035,3395
25368,Cundinamarca,Jerusalén,2035,1848
25372,Cundinamarca,Junín,2035,3628
25377,Cundinamarca,La Calera,2035,51819
25386,Cundinamarca,La Mesa,2035,42952
25394,Cundinamarca,La Palma,2035,9479
25398,Cundinamarca,La Peña,2035,5839
25402,Cundinamarca,La Vega,2035,20183
25407,Cundinamarca,Lenguazaque,2035,10734
25426,Cundinamarca,Machetá,2035,6081
25430,Cundinamarca,Madrid,2035,174198
25436,Cundinamarca,Manta,2035,2891
25438,Cundinamarca,Medina,2035,8583
25473,Cundinamarca,Mosquera,2035,231401
25483,Cundinamarca,Nariño,2035,2522
25486,Cundinamarca,Nemocón,2035,16598
25488,Cundinamarca,Nilo,2035,10974
25489,Cundinamarca,Nimaima,2035,3554
25491,Cundinamarca,Nocaima,2035,4560
25506,Cundinamarca,Venecia,2035,4707
25513,Cundinamarca,Pacho,2035,24533
25518,Cundinamarca,Paime,2035,2964
25524,Cundinamarca,Pandi,2035,4500
25530,Cundinamarca,Paratebueno,2035,8947
25535,Cundinamarca,Pasca,2035,9314
25572,Cundinamarca,Puerto Salgar,2035,15597
25580,Cundinamarca,Pulí,2035,4000
25592,Cundinamarca,Quebradanegra,2035,4816
25594,Cundinamarca,Quetame,2035,5036
25596,Cundinamarca,Quipile,2035,4499
25599,Cundinamarca,Apulo,2035,8843
25612,Cundinamarca,Ricaurte,2035,17705
25645,Cundinamarca,San Antonio del Tequendama,2035,11662
25649,Cundinamarca,San Bernardo,2035,8644
25653,Cundinamarca,San Cayetano,2035,4389
25658,Cundinamarca,San Francisco,2035,15484
25662,Cundinamarca,San Juan de Rioseco,2035,8350
25718,Cundinamarca,Sasaima,2035,11621
25736,Cundinamarca,Sesquilé,2035,14251
25740,Cundinamarca,Sibaté,2035,41170
25743,Cundinamarca,Silvania,2035,22386
25745,Cundinamarca,Simijaca,2035,16277
25754,Cundinamarca,Soacha,2035,1131018
25758,Cundinamarca,Sopó,2035,38023
25769,Cundinamarca,Subachoque,2035,20601
25772,Cundinamarca,Suesca,2035,22111
25777,Cundinamarca,Supatá,2035,5681
25779,Cundinamarca,Susa,2035,6417
25781,Cundinamarca,Sutatausa,2035,7994
25785,Cundinamarca,Tabio,2035,23292
25793,Cundinamarca,Tausa,2035,8690
25797,Cundinamarca,Tena,2035,13101
25799,Cundinamarca,Tenjo,2035,28222
25805,Cundinamarca,Tibacuy,2035,3862
25807,Cundinamarca,Tibirita,2035,3417
25815,Cundinamarca,Tocaima,2035,15921
25817,Cundinamarca,Tocancipá,2035,57038
25823,Cundinamarca,Topaipí,2035,3443
25839,Cundinamarca,Ubalá,2035,7614
25841,Cundinamarca,Ubaque,2035,6655
25843,Cundinamarca,Villa de San Diego de Ubaté,2035,54288
25845,Cundinamarca,Une,2035,5958
25851,Cundinamarca,Útica,2035,4271
25862,Cundinamarca,Vergara,2035,5925
25867,Cundinamarca,Vianí,2035,4760
25871,Cundinamarca,Villagómez,2035,1351
25873,Cundinamarca,Villapinzón,2035,18499
25875,Cundinamarca,Villeta,2035,31809
25878,Cundinamarca,Viotá,2035,13067
25885,Cundinamarca,Yacopí,2035,8631
25898,Cundinamarca,Zipacón,2035,4320
25899,Cundinamarca,Zipaquirá,2035,196170
27001,Chocó,Quibdó,2035,154082
27006,Chocó,Acandí,2035,17847
27025,Chocó,Alto Baudó,2035,30787
27050,Chocó,Atrato,2035,6878
27073,Chocó,Bagadó,2035,14993
27075,Chocó,Bahía Solano,2035,11489
27077,Chocó,Bajo Baudó,2035,37282
27099,Chocó,Bojayá,2035,14201
27135,Chocó,El Cantón del San Pablo,2035,6942
27150,Chocó,Carmen del Darién,2035,22839
27160,Chocó,Cértegui,2035,6423
27205,Chocó,Condoto,2035,12053
27245,Chocó,El Carmen de Atrato,2035,9237
27250,Chocó,El Litoral del San Juan,2035,32773
27361,Chocó,Istmina,2035,42981
27372,Chocó,Juradó,2035,10592
27413,Chocó,Lloró,2035,11032
27425,Chocó,Medio Atrato,2035,11878
27430,Chocó,Medio Baudó,2035,20280
27450,Chocó,Medio San Juan,2035,11857
27491,Chocó,Nóvita,2035,10632
27493,Chocó,Nuevo Belén de Bajirá,2035,32322
27495,Chocó,Nuquí,2035,20061
27580,Chocó,Río Iró,2035,6131
27600,Chocó,Río Quito,2035,8449
27615,Chocó,Riosucio,2035,30587
27660,Chocó,San José del Palmar,2035,5004
27745,Chocó,Sipí,2035,3561
27787,Chocó,Tadó,2035,20589
27800,Chocó,Unguía,2035,10997
27810,Chocó,Unión Panamericana,2035,7729
41001,Huila,Neiva,2035,451392
41006,Huila,Acevedo,2035,27170
41013,Huila,Agrado,2035,9677
41016,Huila,Aipe,2035,18455
41020,Huila,Algeciras,2035,22035
41026,Huila,Altamira,2035,5212
41078,Huila,Baraya,2035,7599
41132,Huila,Campoalegre,2035,31506
41206,Huila,Colombia,2035,8068
41244,Huila,Elías,2035,5227
41298,Huila,Garzón,2035,78881
41306,Huila,Gigante,2035,21134
41319,Huila,Guadalupe,2035,18632
41349,Huila,Hobo,2035,8897
41357,Huila,Íquira,2035,10205
41359,Huila,Isnos,2035,27664
41378,Huila,La Argentina,2035,15124
41396,Huila,La Plata,2035,77045
41483,Huila,Nátaga,2035,7630
41503,Huila,Oporapa,2035,12963
41518,Huila,Paicol,2035,9199
41524,Huila,Palermo,2035,25973
41530,Huila,Palestina,2035,12544
41548,Huila,Pital,2035,15498
41551,Huila,Pitalito,2035,166875
41615,Huila,Rivera,2035,33557
41660,Huila,Saladoblanco,2035,10813
41668,Huila,San Agustín,2035,38808
41676,Huila,Santa María,2035,10810
41770,Huila,Suaza,2035,30352
41791,Huila,Tarqui,2035,20042
41797,Huila,Tesalia,2035,14157
41799,Huila,Tello,2035,13237
41801,Huila,Teruel,2035,8139
41807,Huila,Timaná,2035,24694
41872,Huila,Villavieja,2035,7329
41885,Huila,Yaguará,2035,8076
44001,La Guajira,Riohacha,2035,214272
44035,La Guajira,Albania,2035,44236
44078,La Guajira,Barrancas,2035,48899
44090,La Guajira,Dibulla,2035,59610
44098,La Guajira,Distracción,2035,14154
44110,La Guajira,El Molino,2035,6961
44279,La Guajira,Fonseca,2035,66027
44378,La Guajira,Hatonuevo,2035,25564
44420,La Guajira,La Jagua del Pilar,2035,4776
44430,La Guajira,Maicao,2035,254125
44560,La Guajira,Manaure,2035,104180
44650,La Guajira,San Juan del Cesar,2035,71313
44847,La Guajira,Uribia,2035,239490
44855,La Guajira,Urumita,2035,13068
44874,La Guajira,Villanueva,2035,35883
47001,Magdalena,Santa Marta,2035,628324
47030,Magdalena,Algarrobo,2035,21736
47053,Magdalena,Aracataca,2035,45157
47058,Magdalena,Ariguaní,2035,28470
47161,Magdalena,Cerro de San Antonio,2035,13075
47170,Magdalena,Chibolo,2035,30732
47189,Magdalena,Ciénaga,2035,147003
47205,Magdalena,Concordia,2035,11096
47245,Magdalena,El Banco,2035,80441
47258,Magdalena,El Piñón,2035,29754
47268,Magdalena,El Retén,2035,20574
47288,Magdalena,Fundación,2035,80128
47318,Magdalena,Guamal,2035,27064
47460,Magdalena,Nueva Granada,2035,26132
47541,Magdalena,Pedraza,2035,10982
47545,Magdalena,Pijiño del Carmen,2035,15487
47551,Magdalena,Pivijay,2035,41485
47555,Magdalena,Plato,2035,86146
47570,Magdalena,Puebloviejo,2035,36198
47605,Magdalena,Remolino,2035,15989
47660,Magdalena,Sabanas de San Ángel,2035,16712
47675,Magdalena,Salamina,2035,14817
47692,Magdalena,San Sebastián de Buenavista,2035,22058
47703,Magdalena,San Zenón,2035,15890
47707,Magdalena,Santa Ana,2035,30279
47720,Magdalena,Santa Bárbara de Pinto,2035,10593
47745,Magdalena,Sitionuevo,2035,28743
47798,Magdalena,Tenerife,2035,14759
47960,Magdalena,Zapayán,2035,12041
47980,Magdalena,Zona Bananera,2035,83548
50001,Meta,Villavicencio,2035,619244
50006,Meta,Acacías,2035,119832
50110,Meta,Barranca de Upía,2035,9022
50124,Meta,Cabuyaro,2035,7479
50150,Meta,Castilla la Nueva,2035,20238
50223,Meta,Cubarral,2035,7496
50226,Meta,Cumaral,2035,25212
50245,Meta,El Calvario,2035,1900
50251,Meta,El Castillo,2035,8611
50270,Meta,El Dorado,2035,4190
50287,Meta,Fuente de Oro,2035,13011
50313,Meta,Granada,2035,75333
50318,Meta,Guamal,2035,18742
50325,Meta,Mapiripán,2035,7464
50330,Meta,Mesetas,2035,12305
50350,Meta,La Macarena,2035,33237
50370,Meta,Uribe,2035,10033
50400,Meta,Lejanías,2035,12365
50450,Meta,Puerto Concordia,2035,8878
50568,Meta,Puerto Gaitán,2035,66352
50573,Meta,Puerto López,2035,32627
50577,Meta,Puerto Lleras,2035,10590
50590,Meta,Puerto Rico,2035,13642
50606,Meta,Restrepo,2035,23625
50680,Meta,San Carlos de Guaroa,2035,16379
50683,Meta,San Juan de Arama,2035,9545
50686,Meta,San Juanito,2035,1384
50689,Meta,San Martín,2035,28569
50711,Meta,Vistahermosa,2035,18713
52001,Nariño,Pasto,2035,404684
52019,Nariño,Albán,2035,9395
52022,Nariño,Aldana,2035,8140
52036,Nariño,Ancuya,2035,8543
52051,Nariño,Arboleda,2035,9920
52079,Nariño,Barbacoas,2035,69365
52083,Nariño,Belén,2035,6024
52110,Nariño,Buesaco,2035,26255
52203,Nariño,Colón,2035,8293
52207,Nariño,Consacá,2035,16433
52210,Nariño,Contadero,2035,7574
52215,Nariño,Córdoba,2035,18569
52224,Nariño,Cuaspud Carlosama,2035,10856
52227,Nariño,Cumbal,2035,46051
52233,Nariño,Cumbitara,2035,5802
52240,Nariño,Chachagüí,2035,17065
52250,Nariño,El Charco,2035,23220
52254,Nariño,El Peñol,2035,8285
52256,Nariño,El Rosario,2035,13538
52258,Nariño,El Tablón de Gómez,2035,14749
52260,Nariño,El Tambo,2035,14476
52287,Nariño,Funes,2035,7537
52317,Nariño,Guachucal,2035,21028
52320,Nariño,Guaitarilla,2035,11317
52323,Nariño,Gualmatán,2035,8040
52352,Nariño,Iles,2035,7440
52354,Nariño,Imués,2035,7833
52356,Nariño,Ipiales,2035,126779
52378,Nariño,La Cruz,2035,20380
52381,Nariño,La Florida,2035,9832
52385,Nariño,La Llanada,2035,6444
52390,Nariño,La Tola,2035,8391
52399,Nariño,La Unión,2035,37896
52405,Nariño,Leiva,2035,9522
52411,Nariño,Linares,2035,9962
52418,Nariño,Los Andes,2035,9342
52427,Nariño,Magüí,2035,30852
52435,Nariño,Mallama,2035,8548
52473,Nariño,Mosquera,2035,11739
52480,Nariño,Nariño,2035,4653
52490,Nariño,Olaya Herrera,2035,28806
52506,Nariño,Ospina,2035,6930
52520,Nariño,Francisco Pizarro,2035,17612
52540,Nariño,Policarpa,2035,9646
52560,Nariño,Potosí,2035,10145
52565,Nariño,Providencia,2035,5436
52573,Nariño,Puerres,2035,8097
52585,Nariño,Pupiales,2035,16379
52612,Nariño,Ricaurte,2035,27988
52621,Nariño,Roberto Payán,2035,12990
52678,Nariño,Samaniego,2035,28706
52683,Nariño,Sandoná,2035,20344
52685,Nariño,San Bernardo,2035,8970
52687,Nariño,San Lorenzo,2035,18495
52693,Nariño,San Pablo,2035,15002
52694,Nariño,San Pedro de Cartago,2035,6541
52696,Nariño,Santa Bárbara,2035,15131
52699,Nariño,Santacruz,2035,10391
52720,Nariño,Sapuyes,2035,7169
52786,Nariño,Taminango,2035,18674
52788,Nariño,Tangua,2035,15305
52835,Nariño,San Andrés de Tumaco,2035,292451
52838,Nariño,Túquerres,2035,49561
52885,Nariño,Yacuanquer,2035,12351
54001,Norte de Santander,San José de Cúcuta,2035,771292
54003,Norte de Santander,Ábrego,2035,38953
54051,Norte de Santander,Arboledas,2035,10674
54099,Norte de Santander,Bochalema,2035,10586
54109,Norte de Santander,Bucarasica,2035,8625
54125,Norte de Santander,Cácota,2035,3257
54128,Norte de Santander,Cáchira,2035,12158
54172,Norte de Santander,Chinácota,2035,22794
54174,Norte de Santander,Chitagá,2035,14370
54206,Norte de Santander,Convención,2035,22652
54223,Norte de Santander,Cucutilla,2035,8104
54239,Norte de Santander,Durania,2035,5253
54245,Norte de Santander,El Carmen,2035,15870
54250,Norte de Santander,El Tarra,2035,34947
54261,Norte de Santander,El Zulia,2035,33498
54313,Norte de Santander,Gramalote,2035,9355
54344,Norte de Santander,Hacarí,2035,10390
54347,Norte de Santander,Herrán,2035,9965
54377,Norte de Santander,Labateca,2035,7260
54385,Norte de Santander,La Esperanza,2035,12577
54398,Norte de Santander,La Playa,2035,9149
54405,Norte de Santander,Los Patios,2035,108746
54418,Norte de Santander,Lourdes,2035,4974
54480,Norte de Santander,Mutiscua,2035,4792
54498,Norte de Santander,Ocaña,2035,151670
54518,Norte de Santander,Pamplona,2035,50320
54520,Norte de Santander,Pamplonita,2035,6691
54553,Norte de Santander,Puerto Santander,2035,9525
54599,Norte de Santander,Ragonvalia,2035,7226
54660,Norte de Santander,Salazar,2035,12046
54670,Norte de Santander,San Calixto,2035,14526
54673,Norte de Santander,San Cayetano,2035,9620
54680,Norte de Santander,Santiago,2035,4846
54720,Norte de Santander,Sardinata,2035,30594
54743,Norte de Santander,Silos,2035,7952
54800,Norte de Santander,Teorama,2035,19557
54810,Norte de Santander,Tibú,2035,81051
54820,Norte de Santander,Toledo,2035,18781
54871,Norte de Santander,Villa Caro,2035,5277
54874,Norte de Santander,Villa del Rosario,2035,140895
63001,Quindío,Armenia,2035,305744
63111,Quindío,Buenavista,2035,2924
63130,Quindío,Calarcá,2035,71662
63190,Quindío,Circasia,2035,27938
63212,Quindío,Córdoba,2035,5641
63272,Quindío,Filandia,2035,11735
63302,Quindío,Génova,2035,7312
63401,Quindío,La Tebaida,2035,32278
63470,Quindío,Montenegro,2035,36238
63548,Quindío,Pijao,2035,5081
63594,Quindío,Quimbaya,2035,30316
63690,Quindío,Salento,2035,10364
66001,Risaralda,Pereira,2035,482431
66045,Risaralda,Apía,2035,12042
66075,Risaralda,Balboa,2035,6095
66088,Risaralda,Belén de Umbría,2035,24033
66170,Risaralda,Dosquebradas,2035,269751
66318,Risaralda,Guática,2035,11705
66383,Risaralda,La Celia,2035,7258
66400,Risaralda,La Virginia,2035,27784
66440,Risaralda,Marsella,2035,16489
66456,Risaralda,Mistrató,2035,18339
66572,Risaralda,Pueblo Rico,2035,18566
66594,Risaralda,Quinchía,2035,26214
66682,Risaralda,Santa Rosa de Cabal,2035,86326
66687,Risaralda,Santuario,2035,12316
68001,Santander,Bucaramanga,2035,618385
68013,Santander,Aguada,2035,1834
68020,Santander,Albania,2035,4054
68051,Santander,Aratoca,2035,8547
68077,Santander,Barbosa,2035,35708
68079,Santander,Barichara,2035,14656
68081,Santander,Barrancabermeja,2035,242444
68092,Santander,Betulia,2035,7246
68101,Santander,Bolívar,2035,11081
68121,Santander,Cabrera,2035,2067
68132,Santander,California,2035,2745
68147,Santander,Capitanejo,2035,6800
68152,Santander,Carcasí,2035,5189
68160,Santander,Cepitá,2035,2137
68162,Santander,Cerrito,2035,7849
68167,Santander,Charalá,2035,14539
68169,Santander,Charta,2035,3503
68176,Santander,Chimá,2035,3505
68179,Santander,Chipatá,2035,5029
68190,Santander,Cimitarra,2035,32915
68207,Santander,Concepción,2035,5925
68209,Santander,Confines,2035,3928
68211,Santander,Contratación,2035,4561
68217,Santander,Coromoro,2035,6069
68229,Santander,Curití,2035,15566
68235,Santander,El Carmen de Chucurí,2035,26772
68245,Santander,El Guacamayo,2035,2149
68250,Santander,El Peñón,2035,4933
68255,Santander,El Playón,2035,15589
68264,Santander,Encino,2035,3093
68266,Santander,Enciso,2035,4205
68271,Santander,Florián,2035,5482
68276,Santander,Floridablanca,2035,320227
68296,Santander,Galán,2035,2924
68298,Santander,Gámbita,2035,3963
68307,Santander,Girón,2035,185067
68318,Santander,Guaca,2035,7191
68320,Santander,Guadalupe,2035,4490
68322,Santander,Guapotá,2035,2674
68324,Santander,Guavatá,2035,4090
68327,Santander,Güepsa,2035,5839
68344,Santander,Hato,2035,2829
68368,Santander,Jesús María,2035,3303
68370,Santander,Jordán,2035,1611
68377,Santander,La Belleza,2035,6108
68385,Santander,Landázuri,2035,10281
68397,Santander,La Paz,2035,4857
68406,Santander,Lebrija,2035,58577
68418,Santander,Los Santos,2035,18765
68425,Santander,Macaravita,2035,2616
68432,Santander,Málaga,2035,26458
68444,Santander,Matanza,2035,6052
68464,Santander,Mogotes,2035,10685
68468,Santander,Molagavita,2035,5003
68498,Santander,Ocamonte,2035,6991
68500,Santander,Oiba,2035,11318
68502,Santander,Onzaga,2035,5080
68522,Santander,Palmar,2035,1655
68524,Santander,Palmas del Socorro,2035,2840
68533,Santander,Páramo,2035,6172
68547,Santander,Piedecuesta,2035,201528
68549,Santander,Pinchote,2035,6721
68572,Santander,Puente Nacional,2035,15152
68573,Santander,Puerto Parra,2035,10047
68575,Santander,Puerto Wilches,2035,37124
68615,Santander,Rionegro,2035,24448
68655,Santander,Sabana de Torres,2035,41265
68669,Santander,San Andrés,2035,7931
68673,Santander,San Benito,2035,2889
68679,Santander,San Gil,2035,84843
68682,Santander,San Joaquín,2035,2734
68684,Santander,San José de Miranda,2035,4053
68686,Santander,San Miguel,2035,2498
68689,Santander,San Vicente de Chucurí,2035,35210
68705,Santander,Santa Bárbara,2035,2668
68720,Santander,Santa Helena del Opón,2035,3341
68745,Santander,Simacota,2035,12465
68755,Santander,Socorro,2035,39917
68770,Santander,Suaita,2035,9874
68773,Santander,Sucre,2035,7035
68780,Santander,Suratá,2035,4700
68820,Santander,Tona,2035,8823
68855,Santander,Valle de San José,2035,7766
68861,Santander,Vélez,2035,28352
68867,Santander,Vetas,2035,1974
68872,Santander,Villanueva,2035,9950
68895,Santander,Zapatoca,2035,10246
70001,Sucre,Sincelejo,2035,371683
70110,Sucre,Buenavista,2035,13702
70124,Sucre,Caimito,2035,19884
70204,Sucre,Coloso,2035,11670
70215,Sucre,Corozal,2035,88002
70221,Sucre,Coveñas,2035,24573
70230,Sucre,Chalán,2035,5086
70233,Sucre,El Roble,2035,10770
70235,Sucre,Galeras,2035,28600
70265,Sucre,Guaranda,2035,21204
70400,Sucre,La Unión,2035,15856
70418,Sucre,Los Palmitos,2035,28216
70429,Sucre,Majagual,2035,43129
70473,Sucre,Morroa,2035,19268
70508,Sucre,Ovejas,2035,25082
70523,Sucre,Palmito,2035,18650
70670,Sucre,Sampués,2035,60168
70678,Sucre,San Benito Abad,2035,34861
70702,Sucre,San Juan de Betulia,2035,15538
70708,Sucre,San Marcos,2035,70408
70713,Sucre,San Onofre,2035,54372
70717,Sucre,San Pedro,2035,22935
70742,Sucre,San Luis de Sincé,2035,32845
70771,Sucre,Sucre,2035,37293
70820,Sucre,Santiago de Tolú,2035,42637
